"Direction","InterfaceName","DataType","Group","RefBlock","InternalSymbol","Description","Note","ItemCount"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg10.BMS_cell_Volt_38_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg10/BMS_cell_Volt_38_ToBus","Veh_1_B.VCar_Outport_of","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg10.BMS_cell_Volt_39_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg10/BMS_cell_Volt_39_ToBus","Veh_1_B.VCar_Outport_jy5","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg10.BMS_cell_Volt_40_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg10/BMS_cell_Volt_40_ToBus","Veh_1_B.VCar_Outport_kz","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg10.BMS_CellVoltMsg10_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg10/BMS_CellVoltMsg10_Counter_ToBus","Veh_1_B.VCar_Outport_ey","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg10_MsgEnable.BMS_CellVoltMsg10_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg10_MsgEnable/BMS_CellVoltMsg10_MsgDisable","Veh_1_B.VCar_Outport_gm","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg11.BMS_cell_Volt_41_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg11/BMS_cell_Volt_41_ToBus","Veh_1_B.VCar_Outport_dp","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg11.BMS_cell_Volt_42_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg11/BMS_cell_Volt_42_ToBus","Veh_1_B.VCar_Outport_e5","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg11.BMS_CellVoltMsg11_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg11/BMS_CellVoltMsg11_Counter_ToBus","Veh_1_B.VCar_Outport_mnm","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg11_MsgEnable.BMS_CellVoltMsg11_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg11_MsgEnable/BMS_CellVoltMsg11_MsgDisable","Veh_1_B.VCar_Outport_ivz","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg2.BMS_cell_Volt_5_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg2/BMS_cell_Volt_5_ToBus","Veh_1_B.VCar_Outport_evf","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg2.BMS_cell_Volt_6_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg2/BMS_cell_Volt_6_ToBus","Veh_1_B.VCar_Outport_eu","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg2.BMS_cell_Volt_7_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg2/BMS_cell_Volt_7_ToBus","Veh_1_B.VCar_Outport_nd","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg2.BMS_cell_Volt_8_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg2/BMS_cell_Volt_8_ToBus","Veh_1_B.VCar_Outport_n4a","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg2.BMS_CellVoltMsg2_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg2/BMS_CellVoltMsg2_Counter_ToBus","Veh_1_B.VCar_Outport_hld","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg2_MsgEnable.BMS_CellVoltMsg2_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg2_MsgEnable/BMS_CellVoltMsg2_MsgDisable","Veh_1_B.VCar_Outport_ef","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg3.BMS_cell_Volt_10_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg3/BMS_cell_Volt_10_ToBus","Veh_1_B.VCar_Outport_gg","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg3.BMS_cell_Volt_11_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg3/BMS_cell_Volt_11_ToBus","Veh_1_B.VCar_Outport_bh","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg3.BMS_cell_Volt_12_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg3/BMS_cell_Volt_12_ToBus","Veh_1_B.VCar_Outport_lyx","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg3.BMS_cell_Volt_9_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg3/BMS_cell_Volt_9_ToBus","Veh_1_B.VCar_Outport_joz","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg3.BMS_CellVoltMsg3_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg3/BMS_CellVoltMsg3_Counter_ToBus","Veh_1_B.VCar_Outport_jxk","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg3_MsgEnable.BMS_CellVoltMsg3_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg3_MsgEnable/BMS_CellVoltMsg3_MsgDisable","Veh_1_B.VCar_Outport_ao3","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg4.BMS_cell_Volt_13_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg4/BMS_cell_Volt_13_ToBus","Veh_1_B.VCar_Outport_dl","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg4.BMS_cell_Volt_14_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg4/BMS_cell_Volt_14_ToBus","Veh_1_B.VCar_Outport_m3f","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg4.BMS_cell_Volt_15_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg4/BMS_cell_Volt_15_ToBus","Veh_1_B.VCar_Outport_pq","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg4.BMS_cell_Volt_16_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg4/BMS_cell_Volt_16_ToBus","Veh_1_B.VCar_Outport_dj","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg4.BMS_CellVoltMsg4_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg4/BMS_CellVoltMsg4_Counter_ToBus","Veh_1_B.VCar_Outport_lu","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg4_MsgEnable.BMS_CellVoltMsg4_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg4_MsgEnable/BMS_CellVoltMsg4_MsgDisable","Veh_1_B.VCar_Outport_pqv","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg5.BMS_cell_Volt_17_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg5/BMS_cell_Volt_17_ToBus","Veh_1_B.VCar_Outport_kwb","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg5.BMS_cell_Volt_18_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg5/BMS_cell_Volt_18_ToBus","Veh_1_B.VCar_Outport_m2","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg5.BMS_cell_Volt_19_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg5/BMS_cell_Volt_19_ToBus","Veh_1_B.VCar_Outport_i3d","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg5.BMS_cell_Volt_20_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg5/BMS_cell_Volt_20_ToBus","Veh_1_B.VCar_Outport_kel","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg5.BMS_CellVoltMsg5_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg5/BMS_CellVoltMsg5_Counter_ToBus","Veh_1_B.VCar_Outport_oo","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg5_MsgEnable.BMS_CellVoltMsg5_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg5_MsgEnable/BMS_CellVoltMsg5_MsgDisable","Veh_1_B.VCar_Outport_k0","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg6.BMS_cell_Volt_21_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg6/BMS_cell_Volt_21_ToBus","Veh_1_B.VCar_Outport_ju","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg6.BMS_cell_Volt_22_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg6/BMS_cell_Volt_22_ToBus","Veh_1_B.VCar_Outport_fd","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg6.BMS_cell_Volt_23_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg6/BMS_cell_Volt_23_ToBus","Veh_1_B.VCar_Outport_e0","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg6.BMS_cell_Volt_24_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg6/BMS_cell_Volt_24_ToBus","Veh_1_B.VCar_Outport_ex","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg6.BMS_CellVoltMsg6_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg6/BMS_CellVoltMsg6_Counter_ToBus","Veh_1_B.VCar_Outport_jq","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg6_MsgEnable.BMS_CellVoltMsg6_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg6_MsgEnable/BMS_CellVoltMsg6_MsgDisable","Veh_1_B.VCar_Outport_cwj","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg7.BMS_cell_Volt_25_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg7/BMS_cell_Volt_25_ToBus","Veh_1_B.VCar_Outport_iu","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg7.BMS_cell_Volt_26_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg7/BMS_cell_Volt_26_ToBus","Veh_1_B.VCar_Outport_pv","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg7.BMS_cell_Volt_27_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg7/BMS_cell_Volt_27_ToBus","Veh_1_B.VCar_Outport_ez","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg7.BMS_cell_Volt_28_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg7/BMS_cell_Volt_28_ToBus","Veh_1_B.VCar_Outport_du","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg7.BMS_CellVoltMsg7_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg7/BMS_CellVoltMsg7_Counter_ToBus","Veh_1_B.VCar_Outport_oc","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg7_MsgEnable.BMS_CellVoltMsg7_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg7_MsgEnable/BMS_CellVoltMsg7_MsgDisable","Veh_1_B.VCar_Outport_afg","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg8.BMS_cell_Volt_29_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg8/BMS_cell_Volt_29_ToBus","Veh_1_B.VCar_Outport_gv","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg8.BMS_cell_Volt_30_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg8/BMS_cell_Volt_30_ToBus","Veh_1_B.VCar_Outport_o5","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg8.BMS_cell_Volt_31_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg8/BMS_cell_Volt_31_ToBus","Veh_1_B.VCar_Outport_eyl","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg8.BMS_cell_Volt_32_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg8/BMS_cell_Volt_32_ToBus","Veh_1_B.VCar_Outport_gi","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg8.BMS_CellVoltMsg8_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg8/BMS_CellVoltMsg8_Counter_ToBus","Veh_1_B.VCar_Outport_p1","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg8_MsgEnable.BMS_CellVoltMsg8_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg8_MsgEnable/BMS_CellVoltMsg8_MsgDisable","Veh_1_B.VCar_Outport_hw","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg9.BMS_cell_Volt_33_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg9/BMS_cell_Volt_33_ToBus","Veh_1_B.VCar_Outport_d1t","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg9.BMS_cell_Volt_34_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg9/BMS_cell_Volt_34_ToBus","Veh_1_B.VCar_Outport_an","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg9.BMS_cell_Volt_35_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg9/BMS_cell_Volt_35_ToBus","Veh_1_B.VCar_Outport_o2v","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg9.BMS_cell_Volt_36_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg9/BMS_cell_Volt_36_ToBus","Veh_1_B.VCar_Outport_hys","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg9.BMS_CellVoltMsg9_Counter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg9/BMS_CellVoltMsg9_Counter_ToBus","Veh_1_B.VCar_Outport_l5c","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_CellVoltMsg9_MsgEnable.BMS_CellVoltMsg9_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_CellVoltMsg9_MsgEnable/BMS_CellVoltMsg9_MsgDisable","Veh_1_B.VCar_Outport_atp","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_General.BMS_chgFault_alarm_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_General/BMS_chgFault_alarm_ToBus","Veh_1_B.VCar_Outport_jp","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_General.BMS_chgFaultLevel_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_General/BMS_chgFaultLevel_ToBus","Veh_1_B.VCar_Outport_ni","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_General.BMS_Discharge_Relay_state_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_General/BMS_Discharge_Relay_state_ToBus","Veh_1_B.VCar_Outport_dn","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_General.BMS_General_CheckSUM_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_General/BMS_General_CheckSUM_ToBus","Veh_1_B.VCar_Outport_gbg","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_General.BMS_General_RollingCounter_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_General/BMS_General_RollingCounter_ToBus","Veh_1_B.VCar_Outport_led","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_General.BMS_HVIL_state_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_General/BMS_HVIL_state_ToBus","Veh_1_B.VCar_Outport_ofe","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_General.BMS_Insolation_Sta_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_General/BMS_Insolation_Sta_ToBus","Veh_1_B.VCar_Outport_k4t","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_General.BMS_InsulationRes_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_General/BMS_InsulationRes_ToBus","Veh_1_B.VCar_Outport_mel","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_General.BMS_mode_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_General/BMS_mode_ToBus","Veh_1_B.VCar_Outport_dq","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_General.BMS_Vehicle_crash_signal_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_General/BMS_Vehicle_crash_signal_ToBus","Veh_1_B.VCar_Outport_mj","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_General_MsgEnable.BMS_General_MsgDisable","Bool","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_General_MsgEnable/BMS_General_MsgDisable","Veh_1_B.VCar_Outport_nh","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_HVBusVolt_Curr.BMS_HVBusCurr_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_HVBusVolt_Curr/BMS_HVBusCurr_ToBus","Veh_1_B.VCar_Outport_mrd","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_HVBusVolt_Curr.BMS_HVBusVolt_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_HVBusVolt_Curr/BMS_HVBusVolt_ToBus","Veh_1_B.VCar_Outport_axe","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_HVBusVolt_Curr.BMS_SOC_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_HVBusVolt_Curr/BMS_SOC_ToBus","Veh_1_B.VCar_Outport_ia","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
"Output","Veh_1.ToVCU.powerCAN_out.SoftBMSDataToBus.BMS_HVBusVolt_Curr.BMS_SOH_ToBus","Double","Power CAN output","Veh_1/ToVCU/powerCAN_out/SoftBMSDataToBus/BMS_HVBusVolt_Curr/BMS_SOH_ToBus","Veh_1_B.VCar_Outport_dx","","Power-domain CAN output; observe motor, battery, and power-control frames.","1"
